NO_OF_SAMPLES	129
FREQUENCY	100
TIME_STAMP	2025-09-18, 15:15:04	710.78465524
FIRST_SAMPLE	119
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	517.924011
FORCE_PLATE_CORNER_POSX_POSY_Y	474.072998
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	519.979004
FORCE_PLATE_CORNER_NEGX_POSY_Y	17.014200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	17.079901
FORCE_PLATE_CORNER_NEGX_NEGY_Y	17.752501
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.074800
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.464996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
231	2.30000	3.200227	2.172297	674.783948	43.956644	-50.218530	0.393236	73.799513	64.657009	0.000000	
232	2.31000	3.245548	2.195255	674.784228	43.938348	-50.154739	0.379282	73.702251	64.628503	0.000000	
233	2.32000	3.222125	2.195366	674.426549	43.938102	-50.118225	0.379294	73.688821	64.662596	0.000000	
234	2.33000	3.245059	2.172657	674.516086	43.938116	-50.118180	0.374657	73.677552	64.655337	0.000000	
235	2.34000	3.313903	2.013395	674.606489	43.937898	-50.108973	0.369961	73.649876	64.655777	0.000000	
236	2.35000	3.315579	2.058154	675.142701	43.992595	-50.090668	0.374548	73.563826	64.682498	0.000000	
237	2.36000	3.224920	2.012286	675.411009	43.965426	-50.100110	0.365603	73.553798	64.619160	0.000000	
238	2.37000	3.294348	1.943745	675.769378	43.974611	-50.136640	0.379302	73.564496	64.602367	0.000000	
239	2.38000	3.134785	1.943363	675.589580	44.001727	-50.100073	0.365852	73.539543	64.659813	0.000000	
240	2.39000	3.225928	1.943480	675.500687	44.010664	-50.072634	0.374809	73.503241	64.681592	0.000000	
241	2.40000	3.134046	2.080019	675.051922	44.074158	-50.017446	0.365717	73.476100	64.810768	0.000000	
242	2.41000	3.247971	2.080108	675.053222	44.037584	-49.953923	0.374596	73.375084	64.756459	0.000000	
243	2.42000	3.204870	2.215202	675.588728	44.155921	-49.935530	0.406836	73.291917	64.871983	0.000000	
244	2.43000	3.159379	2.306065	675.587769	44.192351	-49.917097	0.402296	73.267440	64.920603	0.000000	
245	2.44000	3.091100	2.442212	675.407744	44.255766	-49.807388	0.393121	73.128706	65.023803	0.000000	
246	2.45000	2.931783	2.464156	675.049648	44.291685	-49.716326	0.402599	73.042303	65.110390	0.000000	
247	2.46000	3.000013	2.509773	674.870737	44.327738	-49.615698	0.393147	72.908618	65.178454	0.000000	
